1	0.01476528143717183
2	0.013418373186141253
3	0.011522681814514928
4	0.014575344510376453
5	0.015231918543577194
6	0.009634039142434226
7	0.015436345659610298
8	0.015740812083499298
9	0.018395062329040632
10	0.018651898846858077
11	0.018763980828225613
12	0.01054790147787167
13	0.012874394034345945
14	0.019216253318720393
15	0.018896129085785814
16	0.012320223057435619
17	0.012541248256133663
18	0.013200207716888852
19	0.015567746168623367
20	0.017660840621425047
21	0.011401056363764737
22	0.014153090202146106
23	0.012059253536992602
24	0.00889948297602435
25	0.00972022618063622
26	0.01275461275751392
27	0.013118392322212458
28	0.012871897003302971
29	0.010681144220547544
30	0.011541877226490114
31	0.013682390097528696
32	0.013442758781214556
33	0.009958228872468075
34	0.011331968837314181
35	0.00806436139262385
36	0.015807441332274012
37	0.013223019169850482
38	0.012122588464990258
39	0.013350119762536552
40	0.012084463662985299
41	0.01116572470507688
42	0.011604466941207647
43	0.009849277583675252
44	0.010975265720238289
45	0.011179824023404054
46	0.011126868116358915
47	0.009038926671362586
48	0.00863415804795093
49	0.0123199424188998
50	0.009903335064235661
